"id","dishname","dishcode","reciepeitemname","pgNo","receipescoop","qty","inGm","inML","inPiece","comments","created_at"
899,"DAL  makhani","D061","kasturi methi","8","kasturi methi_gm_reciepe",2,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
900,"DAL  makhani","D061","lal mirch","110","lal mirch_gm_reciepe",8,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
901,"DAL  makhani","D061","totalingredientsqty",NULL,NULL,232,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
902,"DAL  makhani","D061","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-23 13:37:31.245944+00"
903,"DAL  makhani","D061","dish_out",NULL,"DAL  makhani_1_portion",NULL,0,0,0,"","2026-09-23 13:37:31.245944+00"
904,"MASALA DAL KHICHDI","D096","oil tin","7","oil tin_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
905,"MASALA DAL KHICHDI","D096","Garlic","V10","Garlic_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
906,"MASALA DAL KHICHDI","D096","jeera","15","jeera_gm_reciepe",1,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
907,"MASALA DAL KHICHDI","D096","GHEE","21A","GHEE_gm_reciepe",5,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
908,"MASALA DAL KHICHDI","D096","Coriander","V9","Coriander_gm_reciepe",2,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
909,"MASALA DAL KHICHDI","D096","PROCESSED DAL","P2","PROCESSED DAL_1_portion",150,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
910,"MASALA DAL KHICHDI","D096","PROCESSED RICE","P1","PROCESSED RICE_1_portion",70,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
911,"MASALA DAL KHICHDI","D096","Chop masala","p10",NULL,15,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
912,"MASALA DAL KHICHDI","D096","totalingredientsqty",NULL,NULL,18,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
913,"MASALA DAL KHICHDI","D096","totalprocessedqty",NULL,NULL,235,NULL,NULL,NULL,"","2026-09-23 13:40:27.951053+00"
914,"MASALA DAL KHICHDI","D096","dish_out",NULL,"MASALA DAL KHICHDI_1_portion",NULL,0,0,0,"","2026-09-23 13:40:27.951053+00"
915,"KAJU CURRY","D072","kaju","22A","kaju_gm_reciepe",150,NULL,NULL,NULL,"","2026-09-23 13:52:01.682997+00"
916,"KAJU CURRY","D072","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 13:52:01.682997+00"
917,"KAJU CURRY","D072","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 13:52:01.682997+00"
918,"KAJU CURRY","D072","KAJU MAGAJ GREAVY","P6","KAJU MAGAJ GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 13:52:01.682997+00"
919,"KAJU CURRY","D072","totalingredientsqty",NULL,NULL,150,NULL,NULL,NULL,"","2026-09-23 13:52:01.682997+00"
920,"KAJU CURRY","D072","totalprocessedqty",NULL,NULL,300,NULL,NULL,NULL,"","2026-09-23 13:52:01.682997+00"
921,"KAJU CURRY","D072","dish_out",NULL,"KAJU CURRY_1_portion",NULL,0,0,0,"","2026-09-23 13:52:01.682997+00"
922,"VEG KEEMA KASTURI","D056","butter","73","butter_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
923,"VEG KEEMA KASTURI","D056","cream","75","cream_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
924,"VEG KEEMA KASTURI","D056","Cabbage","V7","Cabbage_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
925,"VEG KEEMA KASTURI","D056","Onion","V11","Onion_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
926,"VEG KEEMA KASTURI","D056","PANEER","D3",NULL,20,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
927,"VEG KEEMA KASTURI","D056","Tomato","V18","Tomato_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
928,"VEG KEEMA KASTURI","D056","Chop masala","p10",NULL,100,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
929,"VEG KEEMA KASTURI","D056","MIX veg","D059","MIX veg_1_portion",100,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
930,"VEG KEEMA KASTURI","D056","totalingredientsqty",NULL,NULL,311,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
931,"VEG KEEMA KASTURI","D056","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-23 13:55:01.149712+00"
932,"VEG KEEMA KASTURI","D056","dish_out",NULL,"VEG KEEMA KASTURI_1_portion",NULL,0,0,0,"","2026-09-23 13:55:01.149712+00"
933,"PANEER LABABDAR","D041","amul butter","72","amul butter_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
934,"PANEER LABABDAR","D041","cheese 1pc","82A","cheese 1pc_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
935,"PANEER LABABDAR","D041","cream 30","75","cream 30_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
936,"PANEER LABABDAR","D041","Onion","V11","Onion_gm_reciepe",250,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
937,"PANEER LABABDAR","D041","PANEER","D3",NULL,100,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
938,"PANEER LABABDAR","D041","Capsicum","V1","Capsicum_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
939,"PANEER LABABDAR","D041","Onion","V11","Onion_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
940,"PANEER LABABDAR","D041","Tomato","V18","Tomato_gm_reciepe",250,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
941,"PANEER LABABDAR","D041","Chop masala","p10",NULL,250,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
942,"PANEER LABABDAR","D041","totalingredientsqty",NULL,NULL,750,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
943,"PANEER LABABDAR","D041","totalprocessedqty",NULL,NULL,251,NULL,NULL,NULL,"","2026-09-23 14:01:21.54192+00"
944,"PANEER LABABDAR","D041","dish_out",NULL,"PANEER LABABDAR_1_portion",NULL,0,0,0,"","2026-09-23 14:01:21.54192+00"
945,"PANEER TAWA MASALA","D050","butter","73","butter_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
946,"PANEER TAWA MASALA","D050","cream","75","cream_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
947,"PANEER TAWA MASALA","D050","Onion","V11","Onion_gm_reciepe",250,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
948,"PANEER TAWA MASALA","D050","PANEER","D3",NULL,100,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
949,"PANEER TAWA MASALA","D050","Capsicum","V1","Capsicum_gm_reciepe",65,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
950,"PANEER TAWA MASALA","D050","Tomato","V18","Tomato_gm_reciepe",250,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
951,"PANEER TAWA MASALA","D050","Chop masala","p10",NULL,150,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
952,"PANEER TAWA MASALA","D050","totalingredientsqty",NULL,NULL,755,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
953,"PANEER TAWA MASALA","D050","totalprocessedqty",NULL,NULL,150,NULL,NULL,NULL,"","2026-09-23 14:36:55.446701+00"
954,"PANEER TAWA MASALA","D050","dish_out",NULL,"PANEER TAWA MASALA_1_portion",NULL,0,0,0,"","2026-09-23 14:36:55.446701+00"
955,"SEV TAMATAR","D058","Onion","V11","Onion_gm_reciepe",200,NULL,NULL,NULL,"","2026-09-23 14:39:31.984928+00"
956,"SEV TAMATAR","D058","sev","111A","sev_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 14:39:31.984928+00"
957,"SEV TAMATAR","D058","Tomato","V18","Tomato_gm_reciepe",200,NULL,NULL,NULL,"","2026-09-23 14:39:31.984928+00"
958,"SEV TAMATAR","D058","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 14:39:31.984928+00"
959,"SEV TAMATAR","D058","Chop masala","p10",NULL,50,NULL,NULL,NULL,"","2026-09-23 14:39:31.984928+00"
960,"SEV TAMATAR","D058","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 14:39:31.984928+00"
961,"SEV TAMATAR","D058","totalingredientsqty",NULL,NULL,450,NULL,NULL,NULL,"","2026-09-23 14:39:31.984928+00"
962,"SEV TAMATAR","D058","totalprocessedqty",NULL,NULL,250,NULL,NULL,NULL,"","2026-09-23 14:39:31.984928+00"
963,"SEV TAMATAR","D058","dish_out",NULL,"SEV TAMATAR_1_portion",NULL,0,0,0,"","2026-09-23 14:39:31.984928+00"
964,"SEV TAMATAR","D058","Onion","V11","Onion_gm_reciepe",200,NULL,NULL,NULL,"","2026-09-23 14:41:38.508726+00"
965,"SEV TAMATAR","D058","sev","111A","sev_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 14:41:38.508726+00"
966,"SEV TAMATAR","D058","Tomato","V18","Tomato_gm_reciepe",200,NULL,NULL,NULL,"","2026-09-23 14:41:38.508726+00"
967,"SEV TAMATAR","D058","ONION GREAVY","P5","ONION GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 14:41:38.508726+00"
968,"SEV TAMATAR","D058","Chop masala","p10",NULL,50,NULL,NULL,NULL,"","2026-09-23 14:41:38.508726+00"
969,"SEV TAMATAR","D058","TOMATO GREAVY","P4","TOMATO GREAVY_1_portion",100,NULL,NULL,NULL,"","2026-09-23 14:41:38.508726+00"
970,"SEV TAMATAR","D058","totalingredientsqty",NULL,NULL,450,NULL,NULL,NULL,"","2026-09-23 14:41:38.508726+00"
971,"SEV TAMATAR","D058","totalprocessedqty",NULL,NULL,250,NULL,NULL,NULL,"","2026-09-23 14:41:38.508726+00"
972,"SEV TAMATAR","D058","dish_out",NULL,"SEV TAMATAR_1_portion",NULL,0,0,0,"","2026-09-23 14:41:38.508726+00"
973,"VEG KADHAI","D052","butter","73","butter_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
974,"VEG KADHAI","D052","cream","75","cream_gm_reciepe",40,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
975,"VEG KADHAI","D052","Cabbage","V7","Cabbage_gm_reciepe",100,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
976,"VEG KADHAI","D052","matar","79","matar_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
977,"VEG KADHAI","D052","Capsicum","V1","Capsicum_gm_reciepe",60,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
978,"VEG KADHAI","D052","Tomato","V18","Tomato_gm_reciepe",50,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
979,"VEG KADHAI","D052","Chop masala","p10",NULL,100,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
980,"VEG KADHAI","D052","MIX veg","D059","MIX veg_1_portion",100,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
981,"VEG KADHAI","D052","totalingredientsqty",NULL,NULL,340,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
982,"VEG KADHAI","D052","totalprocessedqty",NULL,NULL,200,NULL,NULL,NULL,"","2026-09-23 14:59:15.732178+00"
983,"VEG KADHAI","D052","dish_out",NULL,"VEG KADHAI_1_portion",NULL,0,0,0,"","2026-09-23 14:59:15.732178+00"
984,"Pink SauCE Pasta","D161","Broccoli","V15","Broccoli_gm_reciepe",20,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
985,"Pink SauCE Pasta","D161","Green Chilli","V2","Green Chilli_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
986,"Pink SauCE Pasta","D161","corn","80","corn_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
987,"Pink SauCE Pasta","D161","cream","75","cream_gm_reciepe",350,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
988,"Pink SauCE Pasta","D161","oregano","62","oregano_gm_reciepe",7,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
989,"Pink SauCE Pasta","D161","pasta","63","pasta_gm_reciepe",200,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
990,"Pink SauCE Pasta","D161","pasta sauce","48","pasta sauce_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
991,"Pink SauCE Pasta","D161","schezwan","41","schezwan_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
992,"Pink SauCE Pasta","D161","Capsicum","V1","Capsicum_gm_reciepe",10,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
993,"Pink SauCE Pasta","D161","totalingredientsqty",NULL,NULL,627,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
994,"Pink SauCE Pasta","D161","totalprocessedqty",NULL,NULL,2,NULL,NULL,NULL,"","2026-09-24 09:32:45.713191+00"
995,"Pink SauCE Pasta","D161","dish_out",NULL,"Pink SauCE Pasta_1_portion",NULL,0,0,0,"","2026-09-24 09:32:45.713191+00"
